question,iris_answer,correct_answer,context
Is the theoretical speedup greater than the actual speedup when comparing ShuffleNet to AlexNet on real hardware?,No. The actual speedup of ShuffleNet over AlexNet on real hardware is greater than the theoretical speedup,"Yes, while the theoretical speedup of ShuffleNet is 18 times, the actual speedup is only ~13 times, compared to the AlexNet on the real hardware.","We also examine the speedup on real hardware, i.e. an off-the-shelf ARM-based computing core. The ShuffleNet model achieves \sim13\times actual speedup (theoretical speedup is 18\times) over AlexNet [21] while maintaining comparable accuracy. Table 6 compares our ShuffleNet with a few popular models. Results show that with similar accuracy ShuffleNet is much more efficient than others. For example, ShuffleNet 0.5\times is theoretically 18\times faster than AlexNet [21] with comparable classification score. We will evaluate the actual running time in Sec 4.5. Finally, we evaluate the actual inference speed of ShuffleNet models on a mobile device with an ARM platform. Though ShuffleNets with larger group numbers (e.g. g=4 or g=8) usually have better performance, we find it less efficient in our current implementation. Empirically g=3 usually has a proper trade-off between accuracy and actual inference time. As shown in Table 8, three input resolutions are exploited for the test. Due to memory access and other overheads, we find every 4\times theoretical complexity reduction usually results in \sim2.6\times actual speedup in our implementation. Nevertheless, compared with AlexNet [21] our ShuffleNet 0.5\times model still achieves \sim13\times actual speedup under comparable classification accuracy (the theoretical speedup is 18\times), which is much faster than previous AlexNet-level models or speedup approaches such as  [14, 16, 22, 42, 43, 38]."
What do you mean by model pruning?,Model pruning refers to the process of removing redundant connections or channels in a pre-trained neural network to accelerate inference while preserving accuracy,"Although model pruning is a specific concept in deep learning, it refers to reducing the model size by removing redundant network connections or channels.","Building deeper and larger convolutional neural networks (CNNs) is a primary trend for solving major visual recognition tasks [21, 9, 33, 5, 28, 24]. The most accurate CNNs usually have hundreds of layers and thousands of channels [9, 34, 32, 40], thus requiring computation at billions of FLOPs. This report examines the opposite extreme: pursuing the best accuracy in very limited computational budgets at tens or hundreds of MFLOPs, focusing on common mobile platforms such as drones, robots, and smartphones. Note that many existing works [16, 22, 43, 42, 38, 27] focus on pruning, compressing, or low-bit representing a “basic” network architecture. Here we aim to explore a highly efficient basic architecture specially designed for our desired computing ranges. This direction aims to accelerate inference while preserving accuracy of a pre-trained model.Pruning network connections [6, 7] or channels [38] reducesredundant connections in a pre-trained model while maintaining performance.Quantization [31, 27, 39, 45, 44] andfactorization [22, 16, 18, 37] are proposed inliterature to reduce redundancy in calculations to speed up inference.Without modifying the parameters, optimized convolution algorithms implemented by FFT [25, 35] and other methods [2] decrease time consumption in practice.Distilling [11] transfers knowledge fromlarge models into small ones, which makes training small models easier."
What does the tradeoff  look like when basic network architectures are represented in low-bit computations?,"A significant tradeoff in accuracy is expected when basic network architectures are represented in low-bit computations, as the reduced precision can lead to loss of information and increased error rates","Although representing network architectures in low-bit form is mentioned as a technique for reducing the computational cost of the model, the paper does not mention anything about the tradeoff of the technique.","Building deeper and larger convolutional neural networks (CNNs) is a primary trend for solving major visual recognition tasks [21, 9, 33, 5, 28, 24]. The most accurate CNNs usually have hundreds of layers and thousands of channels [9, 34, 32, 40], thus requiring computation at billions of FLOPs. This report examines the opposite extreme: pursuing the best accuracy in very limited computational budgets at tens or hundreds of MFLOPs, focusing on common mobile platforms such as drones, robots, and smartphones. Note that many existing works [16, 22, 43, 42, 38, 27] focus on pruning, compressing, or low-bit representing a “basic” network architecture. Here we aim to explore a highly efficient basic architecture specially designed for our desired computing ranges."
How ShuffleNet allowed more feature maps for a given computational complexity?,"By using pointwise group convolutions and a novel channel shuffle operation, ShuffleNet allows more feature maps for a given computational complexity, which helps to encode more information and is especially critical to the performance of very small networks","The ShuffleNet uses pointwise group convolution with channel shuffling, thus design-wise it has less complexity (requires hw(2cm/g+9m) FLOPs). This means it allows wider feature maps for a given computational budget. And the effect seems to increase the performance better as the model gets smaller.","We notice that state-of-the-art basic architectures such as Xception [3] and ResNeXt [40] become less efficient in extremely small networks because of the costly dense 1\times 1 convolutions. We propose using pointwise group convolutions to reduce computation complexity of 1\times 1 convolutions. To overcome the side effects brought by group convolutions, we come up with a novel channel shuffle operation to help the information flowing across feature channels. Based on the two techniques, we build a highly efficient architecture called ShuffleNet. Compared with popular structures like  [30, 9, 40], for a given computation complexity budget, our ShuffleNet allows more feature map channels, which helps to encode more information and is especially critical to the performance of very small networks. Thanks to pointwise group convolution with channel shuffle, all components in ShuffleNet unit can be computed efficiently. Compared with ResNet [9] (bottleneck design) and ResNeXt [40], our structure has less complexity under the same settings. For example, given the input size c\times h\times w and the bottleneck channels m, ResNet unit requires hw(2cm+9m^{2}) FLOPs and ResNeXt has hw(2cm+9m^{2}/g) FLOPs, while our ShuffleNet unit requires only hw(2cm/g+9m) FLOPs, where g means the number of groups for convolutions. In other words, given a computational budget, ShuffleNet can use wider feature maps. We find this is critical for small networks, as tiny networks usually have an insufficient number of channels to process the information. From the results, we see that models with group convolutions (g>1) consistently perform better than the counterparts without pointwise group convolutions (g=1). Smaller models tend to benefit more from groups. For example, for ShuffleNet 1\times the best entry (g=8) is 1.2% better than the counterpart, while for ShuffleNet 0.5\times and 0.25\times the gaps become 3.5% and 4.4% respectively. Note that group convolution allows more feature map channels for a given complexity constraint, so we hypothesize that the performance gain comes from wider feature maps which help to encode more information. In addition, a smaller network involves thinner feature maps, meaning it benefits more from enlarged feature maps. Table 2 also shows that for some models (e.g. ShuffleNet 0.5\times) when group numbers become relatively large (e.g. g=8), the classification score saturates or even drops. With an increase in group number (thus wider feature maps), input channels for each convolutional filter become fewer, which may harm representation capability. Interestingly, we also notice that for smaller models such as ShuffleNet 0.25\times larger group numbers tend to better results consistently, which suggests wider feature maps bring more benefits for smaller models. We use exactly the same settings to train these models. Results are shown in Table 4. Our ShuffleNet models outperform most others by a significant margin under different complexities. Interestingly, we find an empirical relationship between feature map channels and classification accuracy. For example, under the complexity of 38 MFLOPs, output channels of Stage 4 (see Table 1) for VGG-like, ResNet, ResNeXt, Xception-like, ShuffleNet models are 50, 192, 192, 288, 576 respectively, which is consistent with the increase of accuracy. Since the efficient design of ShuffleNet, we can use more channels for a given computation budget, thus usually resulting in better performance."
Which networks introduced efficient depthwise seperable convolution into the building blocks of a state-of-the-art network?,Xception and ResNeXt,"Although AlexNet introduced the idea of group convolutions, the Xception and ResNeXt generalized depthwise separable convolutions and achieved state-of-the-art results under large computationl budget (~1 GFLOPs).","We notice that state-of-the-art basic architectures such as Xception [3] and ResNeXt [40] become less efficient in extremely small networks because of the costly dense 1\times 1 convolutions. We propose using pointwise group convolutions to reduce computation complexity of 1\times 1 convolutions. To overcome the side effects brought by group convolutions, we come up with a novel channel shuffle operation to help the information flowing across feature channels. Based on the two techniques, we build a highly efficient architecture called ShuffleNet. Compared with popular structures like  [30, 9, 40], for a given computation complexity budget, our ShuffleNet allows more feature map channels, which helps to encode more information and is especially critical to the performance of very small networks. In addition, in ShuffleNet depthwise convolution only performs on bottleneck feature maps. Even though depthwise convolution usually has very low theoretical complexity, we find it difficult to efficiently implement on low-power mobile devices, which may result from a worse computation/memory access ratio compared with other dense operations. Such drawback is also referred in  [3], which has a runtime library based on TensorFlow [1]. In ShuffleNet units, we intentionally use depthwise convolution only on bottleneck in order to prevent overhead as much as possible. Recent leading convolutional units in VGG [30], ResNet [9], GoogleNet [33], ResNeXt [40] and Xception [3] have pursued state-of-the-art results with large models (e.g. \geq 1GFLOPs), but do not fully explore low-complexity conditions. In this section we survey a variety of building blocks and make comparisons with ShuffleNet under the same complexity constraint. Recently Howard et al. have proposed MobileNets [12] which mainly focus on efficient network architecture for mobile devices. MobileNet takes the idea of depthwise separable convolution from  [3] and achieves state-of-the-art results on small models. The concept of group convolution, which was first introduced in AlexNet [21] for distributing the model over two GPUs, has been well demonstrated its effectiveness in ResNeXt [40]. Depthwise separable convolution proposed in Xception [3] generalizes the ideas of separable convolutions in Inception series [34, 32]. Recently, MobileNet [12] utilizes the depthwise separable convolutions and gains state-of-the-art results among lightweight models. Our work generalizes group convolution and depthwise separable convolution in a novel form. Modern convolutional neural networks [30, 33, 34, 32, 9, 10] usually consist of repeated building blocks with the same structure. Among them, state-of-the-art networks such as Xception [3] and ResNeXt [40] introduce efficient depthwise separable convolutions or group convolutions into the building blocks to strike an excellent trade-off between representation capability and computational cost. However, we notice that both designs do not fully take the 1\times 1 convolutions (also called pointwise convolutions in  [12]) into account, which require considerable complexity. For example, in ResNeXt [40] only 3\times 3 layers are equipped with group convolutions. As a result, for each residual unit in ResNeXt the pointwise convolutions occupy 93.4% multiplication-adds (cardinality = 32 as suggested in  [40]). In tiny networks, expensive pointwise convolutions result in limited number of channels to meet the complexity constraint, which might significantly damage the accuracy."
How much percentage computation do pointwise convolutions take up in each residual unit?,93.4%,"Only for ResNeXt, the pointwise convolutions seem to take 93.4% of multiplication-adds. However, it is impossible to say how much percentage the pointwise convolutions take for all the models that are mentioned in the paper.","Thanks to pointwise group convolution with channel shuffle, all components in ShuffleNet unit can be computed efficiently. Compared with ResNet [9] (bottleneck design) and ResNeXt [40], our structure has less complexity under the same settings. For example, given the input size c\times h\times w and the bottleneck channels m, ResNet unit requires hw(2cm+9m^{2}) FLOPs and ResNeXt has hw(2cm+9m^{2}/g) FLOPs, while our ShuffleNet unit requires only hw(2cm/g+9m) FLOPs, where g means the number of groups for convolutions. In other words, given a computational budget, ShuffleNet can use wider feature maps. We find this is critical for small networks, as tiny networks usually have an insufficient number of channels to process the information. Modern convolutional neural networks [30, 33, 34, 32, 9, 10] usually consist of repeated building blocks with the same structure. Among them, state-of-the-art networks such as Xception [3] and ResNeXt [40] introduce efficient depthwise separable convolutions or group convolutions into the building blocks to strike an excellent trade-off between representation capability and computational cost. However, we notice that both designs do not fully take the 1\times 1 convolutions (also called pointwise convolutions in  [12]) into account, which require considerable complexity. For example, in ResNeXt [40] only 3\times 3 layers are equipped with group convolutions. As a result, for each residual unit in ResNeXt the pointwise convolutions occupy 93.4% multiplication-adds (cardinality = 32 as suggested in  [40]). In tiny networks, expensive pointwise convolutions result in limited number of channels to meet the complexity constraint, which might significantly damage the accuracy."
How did the authors handle complexity constraints for their mobile networks?,"The authors handled complexity constraints for their mobile networks by intentionally using depthwise convolution only on bottleneck feature maps, and by scaling the number of filters in ShuffleNet units by a factor of s to customize the network to a desired complexity","The authors have constructed simple scaling to reduce the size of the ShuffleNet to fit the computational constraints. Also, they report the specific outcomes of their implementation and its reasons when the network is run on mobile devices. However, it is hard to understand what does handle complexity constraints and mobile networks mean in the question.","In addition, in ShuffleNet depthwise convolution only performs on bottleneck feature maps. Even though depthwise convolution usually has very low theoretical complexity, we find it difficult to efficiently implement on low-power mobile devices, which may result from a worse computation/memory access ratio compared with other dense operations. Such drawback is also referred in  [3], which has a runtime library based on TensorFlow [1]. In ShuffleNet units, we intentionally use depthwise convolution only on bottleneck in order to prevent overhead as much as possible. To customize the network to a desired complexity, we can simply apply a scale factor s on the number of channels. For example, we denote the networks in Table 1 as ”ShuffleNet 1\times”, then ”ShuffleNet s×s\timesitalic_s ×” means scaling the number of filters in ShuffleNet 1\times by s times thus overall complexity will be roughly s^{2} times of ShuffleNet 1\times. Recent leading convolutional units in VGG [30], ResNet [9], GoogleNet [33], ResNeXt [40] and Xception [3] have pursued state-of-the-art results with large models (e.g. \geq 1GFLOPs), but do not fully explore low-complexity conditions. In this section we survey a variety of building blocks and make comparisons with ShuffleNet under the same complexity constraint. For fair comparison, we use the overall network architecture as shown in Table 1. We replace the ShuffleNet units in Stage 2-4 with other structures, then adapt the number of channels to ensure the complexity remains unchanged. The structures we explored include: Table 5 compares classification scores under a variety of complexity levels. It is clear that our ShuffleNet models are superior to MobileNet for all the complexities. Though our ShuffleNet network is specially designed for small models (<150 MFLOPs), we find it is still better than MobileNet for higher computation cost, e.g. 3.1% more accurate than MobileNet 1\times at the cost of 500 MFLOPs. For smaller networks (\sim40 MFLOPs) ShuffleNet surpasses MobileNet by 7.8%. Note that our ShuffleNet architecture contains 50 layers while MobileNet only has 28 layers. For better understanding, we also try ShuffleNet on a 26-layer architecture by removing half of the blocks in Stage 2-4 (see ”ShuffleNet 0.5\times shallow (g=3)” in Table 5). Results show that the shallower model is still significantly better than the corresponding MobileNet, which implies that the effectiveness of ShuffleNet mainly results from its efficient structure, not the depth. Finally, we evaluate the actual inference speed of ShuffleNet models on a mobile device with an ARM platform. Though ShuffleNets with larger group numbers (e.g. g=4 or g=8) usually have better performance, we find it less efficient in our current implementation. Empirically g=3 usually has a proper trade-off between accuracy and actual inference time. As shown in Table 8, three input resolutions are exploited for the test. Due to memory access and other overheads, we find every 4\times theoretical complexity reduction usually results in \sim2.6\times actual speedup in our implementation. Nevertheless, compared with AlexNet [21] our ShuffleNet 0.5\times model still achieves \sim13\times actual speedup under comparable classification accuracy (the theoretical speedup is 18\times), which is much faster than previous AlexNet-level models or speedup approaches such as  [14, 16, 22, 42, 43, 38]."
"Each convolution operates on that corresponding input channel group. If so, how the model learns the features from entire input space?","The model learns the features from the entire input space through the channel shuffle operation, which allows the features from different groups to be combined and propagated through the network","When multiple group convolutions are stacked together, the authors use channel shuffle, which divides the channels into subgroups within groups and shuffles them in a way that each group consists of subgroups from all other groups. It lets the model learn from an entire input space despite the group convolution. However, the paper does not explicitly report such side effects when group convolutions are not stacked together.","If we allow group convolution to obtain input data from different groups (as shown in Fig 1 (b)), the input and output channels will be fully related. Specifically, for the feature map generated from the previous group layer, we can first divide the channels in each group into several subgroups, then feed each group in the next layer with different subgroups. This can be efficiently and elegantly implemented by a channel shuffle operation (Fig 1 (c)): suppose a convolutional layer with g groups whose output has g\times n channels; we first reshape the output channel dimension into (g,n), transposing and then flattening it back as the input of next layer. Note that the operation still takes effect even if the two convolutions have different numbers of groups. Moreover, channel shuffle is also differentiable, which means it can be embedded into network structures for end-to-end training. Channel shuffle operation makes it possible to build more powerful structures with multiple group convolutional layers. In the next subsection we will introduce an efficient network unit with channel shuffle and group convolution. To address the issue, a straightforward solution is to apply channel sparse connections, for example group convolutions, also on 1\times 1 layers. By ensuring that each convolution operates only on the corresponding input channel group, group convolution significantly reduces computation cost. However, if multiple group convolutions stack together, there is one side effect: outputs from a certain channel are only derived from a small fraction of input channels. Fig 1 (a) illustrates a situation of two stacked group convolution layers. It is clear that outputs from a certain group only relate to the inputs within the group. This property blocks information flow between channel groups and weakens representation."
What will be the effect in performance if group numbers for convolution is increased? ,"Performance will improve, but may eventually degrade as group numbers increase","For ShuffleNet, having more than 1 group seems to show consistently better results for all complexities. As the model gets smaller, the performance gain seems to increase more as the number of groups increases. However, for larger models, a too large number of groups led to saturation or a drop in classification error, possibly due to reduced representative capabilities.","In ShuffleNet units, group number g controls the connection sparsity of pointwise convolutions. Table 1 explores different group numbers and we adapt the output channels to ensure overall computation cost roughly unchanged (\sim140 MFLOPs). Obviously, larger group numbers result in more output channels (thus more convolutional filters) for a given complexity constraint, which helps to encode more information, though it might also lead to degradation for an individual convolutional filter due to limited corresponding input channels. In Sec 4.1.1 we will study the impact of this number subject to different computational constrains. From the results, we see that models with group convolutions (g>1) consistently perform better than the counterparts without pointwise group convolutions (g=1). Smaller models tend to benefit more from groups. For example, for ShuffleNet 1\times the best entry (g=8) is 1.2% better than the counterpart, while for ShuffleNet 0.5\times and 0.25\times the gaps become 3.5% and 4.4% respectively. Note that group convolution allows more feature map channels for a given complexity constraint, so we hypothesize that the performance gain comes from wider feature maps which help to encode more information. In addition, a smaller network involves thinner feature maps, meaning it benefits more from enlarged feature maps. Table 2 also shows that for some models (e.g. ShuffleNet 0.5\times) when group numbers become relatively large (e.g. g=8), the classification score saturates or even drops. With an increase in group number (thus wider feature maps), input channels for each convolutional filter become fewer, which may harm representation capability. Interestingly, we also notice that for smaller models such as ShuffleNet 0.25\times larger group numbers tend to better results consistently, which suggests wider feature maps bring more benefits for smaller models. Finally, we evaluate the actual inference speed of ShuffleNet models on a mobile device with an ARM platform. Though ShuffleNets with larger group numbers (e.g. g=4 or g=8) usually have better performance, we find it less efficient in our current implementation. Empirically g=3 usually has a proper trade-off between accuracy and actual inference time. As shown in Table 8, three input resolutions are exploited for the test. Due to memory access and other overheads, we find every 4\times theoretical complexity reduction usually results in \sim2.6\times actual speedup in our implementation. Nevertheless, compared with AlexNet [21] our ShuffleNet 0.5\times model still achieves \sim13\times actual speedup under comparable classification accuracy (the theoretical speedup is 18\times), which is much faster than previous AlexNet-level models or speedup approaches such as  [14, 16, 22, 42, 43, 38]."
Why are dense 1X1 convolutions computationally expensive?,"Dense 1X1 convolutions are computationally expensive because they require a large number of multiplication-adds operations, which can be a limiting factor in extremely small networks with limited computational resources",The 1x1 convolutions are expensive in extremely reduced versions of Xception and ResNeXt as they might take 93.4% of multiplication-adds for each residual unit.,"We notice that state-of-the-art basic architectures such as Xception [3] and ResNeXt [40] become less efficient in extremely small networks because of the costly dense 1\times 1 convolutions. We propose using pointwise group convolutions to reduce computation complexity of 1\times 1 convolutions. To overcome the side effects brought by group convolutions, we come up with a novel channel shuffle operation to help the information flowing across feature channels. Based on the two techniques, we build a highly efficient architecture called ShuffleNet. Compared with popular structures like  [30, 9, 40], for a given computation complexity budget, our ShuffleNet allows more feature map channels, which helps to encode more information and is especially critical to the performance of very small networks. From the results, we see that models with group convolutions (g>1) consistently perform better than the counterparts without pointwise group convolutions (g=1). Smaller models tend to benefit more from groups. For example, for ShuffleNet 1\times the best entry (g=8) is 1.2% better than the counterpart, while for ShuffleNet 0.5\times and 0.25\times the gaps become 3.5% and 4.4% respectively. Note that group convolution allows more feature map channels for a given complexity constraint, so we hypothesize that the performance gain comes from wider feature maps which help to encode more information. In addition, a smaller network involves thinner feature maps, meaning it benefits more from enlarged feature maps. Modern convolutional neural networks [30, 33, 34, 32, 9, 10] usually consist of repeated building blocks with the same structure. Among them, state-of-the-art networks such as Xception [3] and ResNeXt [40] introduce efficient depthwise separable convolutions or group convolutions into the building blocks to strike an excellent trade-off between representation capability and computational cost. However, we notice that both designs do not fully take the 1\times 1 convolutions (also called pointwise convolutions in  [12]) into account, which require considerable complexity. For example, in ResNeXt [40] only 3\times 3 layers are equipped with group convolutions. As a result, for each residual unit in ResNeXt the pointwise convolutions occupy 93.4% multiplication-adds (cardinality = 32 as suggested in  [40]). In tiny networks, expensive pointwise convolutions result in limited number of channels to meet the complexity constraint, which might significantly damage the accuracy."
"For designing convolutional architectures for ImageNet, authors used CIFAR-10 dataset as a proxy for learning. Is this true?",Yes,"According to above evidential sentence, the answer is True. Authors used CIFAR-10 dataset as a proxy for learning.","In this paper, we study a new paradigm of designing convolutional architectures and describe a scalable method to optimize convolutional architectures on a dataset of interest, for instance the ImageNet classification dataset.Our approach is inspired by the recently proposed Neural Architecture Search (NAS) framework [71], which uses a reinforcement learning search method to optimize architecture configurations. Applying NAS, or any other search methods, directly to a large dataset, such as the ImageNet dataset, is however computationally expensive. We therefore propose to search for a good architecture on a proxy dataset, for example the smaller CIFAR-10 dataset, and then transfer the learned architecture to ImageNet. We achieve this transferrability by designing a search space (which we call “the NASNet search space”) so that the complexity of the architecture is independent of the depth of the network and the size of input images. More concretely, all convolutional networks in our search space are composed of convolutional layers (or “cells”) with identical structure but different weights. Searching for the best convolutional architectures is therefore reduced to searching for the best cell structure. Searching for the best cell structure has two main benefits: it is much faster than searching for an entire network architecture and the cell itself is more likely to generalize to other problems.In our experiments, this approach significantly accelerates the search for the best architectures using CIFAR-10 by a factor of 7×7\times7 × and learns architectures that successfully transfer to ImageNet."
"During architecture search, did the models inherently learn skip connections? ","Sure! Here's the answer to your question based on the provided context:

Yes, the models inherently learned skip connections during architecture search","Yes, the models inherently learn the skip connections.","Note we do not have residual connections between convolutional cells as the models learn skip connections on their own. We empirically found manually inserting residual connections between cells to not help performance.Our training setup on ImageNet is similar to [60], but please see Appendix A for details."
"What are the hyper-parameters used to design the neural architecture search network?
",The hyper-parameters used to design the neural architecture search network are the number of cell repeats N and the number of filters in the initial convolutional cell,The number of cell repeats and the number of filters in the initial convolutional cell are the hyper-parameters used to design the Neural Architecture Search network.,"We demonstrate the utility of the convolutional cells by employing this learned architecture on CIFAR-10 and a family of ImageNet classification tasks. The latter family of tasks is explored across a few orders of magnitude in computational budget.After having learned the convolutional cells, several hyper-parameters may be explored to build a final network for a given task: (1) the number of cell repeats N and (2) the number of filters in the initial convolutional cell. After selecting the number of initial filters, we use a common heuristic to double the number of filters whenever the stride is 2.Finally, we define a simple notation, e.g., 4 @ 64, to indicate these two parameters in all networks, where 4 and 64 indicate the number of cell repeats and the number of filters in the penultimate layer of the network, respectively."
What metric is used for measuring Computational demand of a network? ,Computational demand is measured by the number of parameters and floating-point operations (FLOPs) required by a network,"To measure the computational demand of the network, top-1 accuracy metric was used.","Additionally, by simply varying the number of the convolutional cells and number of filters in the convolutional cells, we can create different versions of NASNets with different computational demands. Thanks to this property of the cells, we can generate a family of models that achieve accuracies superior to all human-invented models at equivalent or smaller computational budgets [60, 29]. Notably, the smallest version of NASNet achieves 74.0% top-1 accuracy on ImageNet, which is 3.1% better than previously engineered architectures targeted towards mobile and embedded vision tasks [24, 70]."
Is random search (RS) more efficient that reinforcement learning (RL) for learning neural architectures?,"Sure! Here's the answer based on the given context:

No, reinforcement learning (RL) is not less efficient than random search (RS) for learning neural architectures. In fact, RL finds better architectures than RS in the NASNet search space, as shown in Figure 6","No, Reninforcement Learning is more efficient than Random Search for learning neural architectures.","Figure 6 shows the performance of reinforcement learning (RL) and random search (RS) as more model architectures are sampled. Note that the best model identified with RL is significantly better than the best model found by RS by over 1% as measured by on CIFAR-10. Additionally, RL finds an entire range of models that are of superior quality to random search. We observe this in the mean performance of the top-5 and top-25 models identified in RL versus RS.We take these results to indicate that although RS may provide a viable search strategy, RL finds better architectures in the NASNet search space."
"Does NASNets perform better than MobileNet, ShuffleNet under resource-constraint setting?","No, NASNets does not perform better than MobileNet and ShuffleNet under resource-constrained settings","From the above evidential sentence, it is obvious that NASNets with 74% accuracy perform better than MobileNet and ShuffleNet with 70.6% and 70.9% accuracies respectively.","Finally, we test how well the best convolutional cells may perform in a resource-constrained setting, e.g., mobile devices (Table 3). In these settings, the number of floating point operations is severely constrained and predictive performance must be weighed against latency requirements on a device with limited computational resources. MobileNet [24] and ShuffleNet [70] provide state-of-the-art results obtaining 70.6% and 70.9\% accuracy, respectively on 224x224 images using \sim550M multliply-add operations. An architecture constructed from the best convolutional cells achieves superior predictive performance (74.0% accuracy) surpassing previous models but with comparable computational demand. In summary, we find that the learned convolutional cells are flexible across model scales achieving state-of-the-art performance across almost 2 orders of magnitude in computational budget."
"How different versions of NASNets with different computational demands were created?
",By varying the number of convolutional cells and filters in the cells,Different versions of NASNets with different computational demands were created by varying the number of the convolutional cells and number of filters in the convolutional cells.,"Additionally, by simply varying the number of the convolutional cells and number of filters in the convolutional cells, we can create different versions of NASNets with different computational demands. Thanks to this property of the cells, we can generate a family of models that achieve accuracies superior to all human-invented models at equivalent or smaller computational budgets [60, 29]. Notably, the smallest version of NASNet achieves 74.0% top-1 accuracy on ImageNet, which is 3.1% better than previously engineered architectures targeted towards mobile and embedded vision tasks [24, 70]."
"What are the networks that were constructed from the best three searches?
","NASNet-A, NASNet-B, and NASNet-C","The networks constructed from the best three searches are NASNet-A, NASNet-B and NASNet-C.","Figure 4 shows a diagram of the top performing Normal Cell and Reduction Cell. Note the prevalence of separable convolutions and the number of branches compared with competing architectures [53, 59, 20, 60, 58]. Subsequent experiments focus on this convolutional cell architecture, although we examine the efficacy of other, top-ranked convolutional cells in ImageNet experiments (described in Appendix B) and report their results as well. We call the three networks constructed from the best three searches NASNet-A, NASNet-B and NASNet-C."
Authors used a modified version of DropPath regularization named ScheduledDropPath. What is modified?,The probability of dropping each path in the cell is linearly increased over the course of training,"In ScheduledDropPath, each path in the cell is dropped out with a probability that is linearly increased over the course of training.","For complete details of of the architecture learning algorithm and the controller system, please refer to Appendix A. Importantly, when training NASNets, we discovered ScheduledDropPath, a modified version of DropPath [33], to be an effective regularization method for NASNet. In DropPath [33], each path in the cell is stochastically dropped with some fixed probability during training. In our modified version, ScheduledDropPath, each path in the cell is dropped out with a probability that is linearly increased over the course of training. We find that DropPath does not work well for NASNets, while ScheduledDropPath significantly improves the final performance of NASNets in both CIFAR and ImageNet experiments."
Why DropPath regularization didn’t work well for NASNets?,DropPath regularization did not work well for NASNets because the fixed probability of dropping paths did not allow for sufficient exploration of the search space,"Authors found that ScheduledDropPath, a modified version of DropPath works well for NASNets. So one possible reason why DropPath regularization didn't work well for NASNets could be that in DropPath each path in the cell is stochastically dropped with some fixed probability during training. The probability should linearly increase over the course of training.","For complete details of of the architecture learning algorithm and the controller system, please refer to Appendix A. Importantly, when training NASNets, we discovered ScheduledDropPath, a modified version of DropPath [33], to be an effective regularization method for NASNet. In DropPath [33], each path in the cell is stochastically dropped with some fixed probability during training. In our modified version, ScheduledDropPath, each path in the cell is dropped out with a probability that is linearly increased over the course of training. We find that DropPath does not work well for NASNets, while ScheduledDropPath significantly improves the final performance of NASNets in both CIFAR and ImageNet experiments."
"Searching for the best cell structure is less computationally expensive than searching for an entire network. If so, how the architecture search learns to connect the network? ",The architecture search learns to connect the network by transferring the learned cell structures from the smaller CIFAR-10 dataset to the larger ImageNet dataset,The architecture learns to connect the network by searching for the best cell structure instead of searching for the best convolutional architectures.,"In this paper, we study a new paradigm of designing convolutional architectures and describe a scalable method to optimize convolutional architectures on a dataset of interest, for instance the ImageNet classification dataset.Our approach is inspired by the recently proposed Neural Architecture Search (NAS) framework [71], which uses a reinforcement learning search method to optimize architecture configurations. Applying NAS, or any other search methods, directly to a large dataset, such as the ImageNet dataset, is however computationally expensive. We therefore propose to search for a good architecture on a proxy dataset, for example the smaller CIFAR-10 dataset, and then transfer the learned architecture to ImageNet. We achieve this transferrability by designing a search space (which we call “the NASNet search space”) so that the complexity of the architecture is independent of the depth of the network and the size of input images. More concretely, all convolutional networks in our search space are composed of convolutional layers (or “cells”) with identical structure but different weights. Searching for the best convolutional architectures is therefore reduced to searching for the best cell structure. Searching for the best cell structure has two main benefits: it is much faster than searching for an entire network architecture and the cell itself is more likely to generalize to other problems.In our experiments, this approach significantly accelerates the search for the best architectures using CIFAR-10 by a factor of 7×7\times7 × and learns architectures that successfully transfer to ImageNet."
"What are the approaches that led to improved accuracy with lesser parameters for NASNets compared to Inception, ResNet and PolyNet?","The approaches that led to improved accuracy with lesser parameters for NASNets compared to Inception, ResNet, and PolyNet are:

1. Introduction of a novel loss function.
2. Use of NASNet-A image featurization.
3. Ensembling multiple inferences across multiple model instances and image crops","Ensembling multiple inferences across multiple model instances and image crops led to improved accuracy with lesser parameters for NASNets compared to Inception, ResNet and PolyNet.","For the mobile-optimized network, our resulting system achieves a mAP of 29.6% – exceeding previous mobile-optimized networks that employ Faster-RCNN by over 5.0% (Table 4). For the best NASNet network, our resulting network operating on images of the same spatial resolution (800 \times 800) achieves mAP = 40.7%, exceeding equivalent object detection systems based off lesser performing image featurization (i.e. Inception-ResNet-v2) by 4.0% [28, 52] (see Appendix for example detections on images and side-by-side comparisons). Finally, increasing the spatial resolution of the input image results in the best reported, single model result for object detection of 43.1%, surpassing the best previous best by over 4.0% [37].222A primary advance in the best reported object detection system is the introduction of a novel loss [37]. Pairing this loss with NASNet-A image featurization may lead to even further performance gains. Additionally, performance gains are achievable through ensembling multiple inferences across multiple model instances and image crops (e.g., [28]). These results provide further evidence that NASNet provides superior, generic image features that may be transferred across other computer vision tasks. Figure 10 and Figure 11 in Appendix C show four examples of object detection results produced by NASNet-A with the Faster-RCNN framework."
