,question,context,correct_answer,iris_answer,Rouge1,Rouge2,RougeL,Bleu,Chrf,ChrfPlus,Meteor,Ter,Bert,WMS,SMS,Wisdm,Bleurt,BEM,Bart,Prometheus,Faithfullness,Relevancy,Correctness,RSim,Consistency,TSim,LLM
54,Can the proposed methodology utilize user intent information associated with user interaction data if available?,"Robustness w.r.t. user interaction frequency.Theuser ‘cold-start’ problem (Caiet al., 2021; Yinet al., 2020) is one of thetypical data-sparsity issues thatrecommender systems often face, i.e.,most users have limited historical behaviors.To check whether ICL improves the robustnessunder such a scenario,wesplit user behavior sequences into three groupsbased on their behavior sequences’ length, and keepthe total number of behavior sequencesthe same.Models are trained and evaluated on each group of usersindependently. Figure 3shows the comparison results on four datasets.We observe that:(1) The proposed ICLRec canconsistentlyperforms better thanSASRec among all user groups whileCL4SRec fails to outperform SASRecin Beauty and Yelpwhen user behavior sequences areshort.This demonstrates thatCL4SRec requires individual userbehavior sequences long enough to provide‘complete’ informationfor auxiliary supervisionwhileICLRec reducesthe need by leveraginguser intent information,thus consistently benefiting userrepresentation learning evenwhen users have limited historical interactions.(2) Compared with CL4SRec,we observe thatthe improvement of ICLRec is mainly becauseit provides betterrecommendations tousers with low interaction frequency.Thisverifies thatuser intent informationis beneficial, especiallywhen the recommender system facesdata-sparsity issues whereinformationin each individual user sequenceis limited.","Yes, it can.","Sure! Here's the answer to your question based on the provided context:

YES.

The proposed methodology can utilize user intent information associated with user interaction data if available, as demonstrated by the improved performance of ICLRec compared to CL4SRec in the low interaction frequency group",0.047619046292517,0.0,0.047619046292517,0.0021190859299801,1.2019788908361675,1.8411343462760683,0.2105263157894737,0.0099009900990099,0.2055504024028778,1.0,0.4581083059310913,,0.9160704612731934,0.3123067915439605,0.0019069040556648,4,1.0,0.9640872901630372,0.4953724573010422,0.7815196671219858,0.8,5.0,
55,What does the proposed method BUIR require instead of negative sampling for training?,"For all the datasets, BUIRid shows the substantially higher performance than the discriminative methods taking only user-id/item-id (i.e., BPR, NeuMF, CML, and SML).In particular, the sparser the training set becomes, the larger the performance improvement of BUIRid is achieved over the best baseline (denoted by Improvid).It is obvious that BUIRid is more robust to the extreme sparsity compared to the other baselines that are more likely to explicitly use “positive but unobserved” interactions as negative interactions when positive user-item interactions are more rarely observed.BUIRid is not affected by such inconsistent supervision from uncertain negative interactions because it directly optimizes the representations of users and items by using only positive interactions. As a solution to the aforementioned limitations, this paper proposes a novel OCCF framework, named as BUIR, which does not require the negative sampling at all for training the model.The main idea is, given a positive user-item interaction (u, v), to make representations for u and v similar to each other, in order to encode the preference information into the representations.However, a naive end-to-end learning framework that guides positive user-item pairs to be similar to each other without any negative supervision can easily converge to a collapsed solution – the encoder network outputs the same representations for all the users and items. First of all, the BPR framework that optimizes the cross-prediction score, q\left(f(u)\right)^{\top}f(v)+f(u)^{\top}q\left(f(v)\right), is not as effective as ours;it is even worse compared to the conventional BPR, which optimizes the inner-product score f(u)^{\top}f(v).This implies that the performance improvement of BUIR is mainly caused by our learning framework rather than its score modeling based on the predictor.In addition, even without the stochastic augmentation, the neighbor-based encoder (i.e., LGCN) based on the BUIR framework beats LGCN based on the BPR framework, which demonstrates that BUIR successfully addresses the issue of incorrect negative sampling.Lastly, our framework with the stochastic neighbor augmentation further improves the performance by taking benefits from various views of the positive user-item interactions for the optimization. This paper proposes a novel framework for learning the representations of users and items, termed as BUIR, to address the main challenges of the OCCF problem: the implicit assumption about negative interactions, and high sparsity of observed (positively-labeled) interactions.First, BUIR directly bootstraps the representations of users and items by minimizing their cross-prediction error.This makes BUIR use only partially-observed positive interactions for training the model, and accordingly, it can eliminate the need for negative sampling.In addition, BUIR is able to learn the augmented views of each positive interaction obtained from the neighborhood information, which further relieves the data sparsity issue of the OCCF problem.Through the extensive comparison with a wide range of OCCF methods, we demonstrate that BUIR consistently outperforms all the other baselines in terms of top-K recommendation.In particular, the effectiveness of BUIR becomes more significant for much sparse datasets in which the positively-labeled interactions are not enough to optimize the model as well as the assumption about negative interactions becomes less valid.Based on its great compatibility with existing user/item encoder networks, we expect that our BUIR framework can be a major solution for the OCCF problem, replacing the conventional BPR framework. Our extensive evaluation on real-world implicit feedback datasets shows that BUIR consistently performs the best for top-K recommendation among a wide range of OCCF methods.In particular, the performance improvement becomes more significant in sparser datasets, with the help of utilizing augmented views of positive interactions as well as eliminating the effect of uncertain negative interactions.In addition, comparison results on a downstream task, which classifies the items into their category, support that BUIR learns more effective representations than other OCCF baselines.",BUIR requires positive user-item pairs instead of negative sampling for training.,"BUIR requires only positive interactions for training, eliminating the need for negative sampling",0.5217391254442345,0.1818181768595042,0.434782603705104,10.320382724810017,50.73239297310286,47.46012613947264,0.469220475075276,0.0142387732749178,0.8479787111282349,0.599288913110892,0.8479788899421692,0.9044939875602722,0.8218333721160889,0.7116220593452454,0.0460977525756782,4,1.0,0.8627195172455712,0.6039844468811221,0.9159825592451452,1.0,5.0,0.95
56,Is it true that approximating the online encoder slowly make the target encoder keep from converging to the collapsed solution?,"Bypassing the collapsed solution.  It is obvious that the loss in Equation (3) admits the collapsed solution with respect to \theta and \xi, which means both the encoders generate the same representations for all users and items.For this reason, the conventional end-to-end learning strategy, which optimizes both f_{\theta} and f_{\xi} to minimize the loss (i.e., cross-prediction error), may easily lead to such collapsed solution.In contrast, our proposed framework updates each of the encoders in different ways.From Equation (4), the online encoder is optimized to minimize the loss, while the target encoder is updated to slowly approximate the online encoder.That is, the direction of updating the target encoder (\theta-\xi) totally differs from that of updating the online encoder (-\nabla_{\theta}\mathcal{L}_{\theta,\xi}),and this effectively keeps both the encoders from converging to the collapsed solution.Several recent work on bootstrapping-based representation learning (Grill et al., 2020; Chen and He, 2021) empirically demonstrated that this kind of dynamics (i.e., updating two networks differently) allows to avoid the collapsed solution without any explicit term to prevent it.",Approximating the online encoder keep the target encoder from converging to the collapsed solution.,Yes,0.0,0.0,0.0,0.0,3.401360544217687,2.5510204081632653,0.0,0.0007137758743754,0.0362202152609825,0.30049929022789,0.0362202040851116,,0.0539646036922931,0.0799378380179405,0.0004445363719685,3,1.0,0.8362303388647679,0.9240128681128942,0.6960703996204778,0.0,1.0,0.9
57,What component of the model eliminates the effect of uncertain negative interactions after the positive interaction augmentation?,"We argue that the above collapsed solution is incurred by the si\x02multaneous optimization of 𝑢 and 𝑣 within the end-to-end learning framework of a single encoder. Hence, we instead adopt the student\x02teacher-like network [6, 29] in which only the student’s output 𝑢 (and 𝑣) is optimized to predict the target 𝑣 (and 𝑢) presented by the teacher. Specifically, BUIR directly bootstraps1 the representations of users and items by employing two distinct encoder networks, referred to as online encoder and target encoder. The high-level idea is training only the online encoder for the prediction task between 𝑢 and 𝑣, where the target for its prediction is provided by the target encoder. That is, the online encoder is optimized so that its user (and item) vectors get closer to the item (and user) vectors com\x02puted by the target encoder. At the same time, the target encoder is updated based on momentum-based moving average [6, 8, 29] to slowly approximate the online encoder, which encourages to pro\x02vide enhanced representations as the target for the online encoder. By doing so, the online encoder can capture the positive relation\x02ship between 𝑢 and 𝑣 into the representations, while preventing the model from collapsing to the trivial solution without explicitly using any negative interactions for the optimization.",Online encoders prevent models from collapsing into trivial solutions without explicitly using negative interactions for optimization.,The target encoder,0.0,0.0,0.0,0.0,17.12883709896418,12.846627824223136,0.032051282051282,0.0018714909544603,0.4756548404693603,0.5211325153708457,0.4756549298763275,0.3842657804489136,0.1262364238500595,0.4390668869018554,0.0022804399410223,3,0.0,0.7437311863123547,0.200567652975712,0.8023492655737653,0.0,1.0,
58,What are the benefits of using the predictor to calculate user-item interaction score instead of directly encoding into their inner product?,"Existing discriminative OCCF methods (Rendle et al., 2009; Hsieh et al., 2017) have tried to optimize the latent space where the user-item interactions are directly encoded into their inner product (or Euclidean distance).On the contrary, BUIR additionally uses the predictor to model their interaction, which results in the capability of encoding the high-level relationship between users and items into the representations.In conclusion, with the help of the predictor, BUIR accurately computes the user-item interaction scores as well as optimizes the representation without explicitly using negative samples.",Using predictor can optimize the representation without any negative sample.,"Using the predictor to calculate user-item interaction scores instead of directly encoding them into their inner product allows for the capture of high-level relationships between users and items, resulting in more accurate representation and optimization of the latent space",0.1818181783057851,0.0,0.1818181783057851,0.3796037808761127,16.971368599646414,14.19052110878748,0.1798561151079136,0.0110200621644532,0.2997903823852539,0.669922719956187,0.299790471792221,0.4729765057563782,0.3190077543258667,0.2605347037315368,0.0101140992480615,3,,0.9594378497454256,0.8132365066842346,0.8528072546481337,1.0,4.0,0.9
59,"What does ""stochastic"" mean in the stochastic data augmentation technique that the author introduced?","In Figure 4, our stochastic data augmentation (i.e., P>0) brings a significant improvement compared to the case of using the fixed neighborhood information (i.e., P=0) as encoder inputs.This result shows that the augmented views of positive interactions encourage BUIR to effectively learn users’ preference on items even in much sparse dataset.Interestingly, in case of the Ciao dataset which is less sparse than CiteULike, the benefit of our augmentation linearly increases with the maximum drop probability.This is because there is room for producing more various views (i.e., larger perturbation) based on a relatively more number of neighbors, and it eventually helps to boost the recommendation performance.To sum up, our framework that adopts the neighbor augmentation function successfully relieves the data sparsity issue of the OCCF problem, by leveraging the augmented views of few positive interactions. Furthermore, we introduce a stochastic data augmentation technique to relieve the data sparsity problem in our framework.Motivated by the recent success of self-supervised learning in various domains (Chenet al., 2020; Devlinet al., 2019), we exploit augmented views of an input interaction, which are generated based on the neighborhood information of each user and item (i.e., the set of the items interacted with a user, and the users interacted with an item).The stochastic augmentation is applied to positive user-item pairs when they are passed to the encoder, so as to produce the different views of the pairs.To be precise, by making our encoder use a random subset of a user’s (and item’s) neighbors for the input features, it produces a similar effect to increasing the number of positive pairs from the data itself without any human intervention.In the end, BUIR is allowed to learn various views of each positive user-item pair.",Stochastic means it use random neighborhood information of each user and item during data augmentation.,"Random.

In the context of the stochastic data augmentation technique introduced by the author, ""stochastic"" refers to the fact that the augmentation is applied randomly to positive user-item pairs. Specifically, a random subset of a user's (and item's) neighbors is used as input features to the encoder, producing different views of the pairs. This randomness allows for the generation of various views of each positive user-item pair, effectively relieving the data sparsity issue in the OCCF problem",0.1449275328292376,0.0465116251811791,0.1449275328292376,0.088381971748578,15.228173290779868,12.972224158394436,0.3413505686232959,0.0105812834959461,0.7264724969863892,0.8269593144550976,0.8006033301353455,0.6975932121276855,0.8299333453178406,0.8527397513389587,0.0189189351063625,4,1.0,0.9712252056436926,0.7310796341175625,0.9242359488842128,1.0,4.0,0.8
60,What value of momentum coefficient (τ) makes the BULR model perform best?,"Implementation Details.  We implement the proposed framework and all the baselines by using PyTorch, and use the Adam optimizer to train them.For BUIR, we fix the momentum coefficient \tau to 0.995, and adopt a single linear layer for the predictor q_{\theta}.666We empirically found that these hyperparameters hardly affect the final performance of BUIR, and the sensitivity analysis on the parameters is provided in Section 4.6.The augmentation function \psi simply uses a uniform distribution for drawing a drop probability p\sim\mathcal{U}(0,1), where each user’s (item’s) neighbor is independently deleted with the probability p. Figure 6 clearly shows that the performance is hardly affected by \tau in the range of [0.9, 1.0).In other words, any values of \tau larger than 0.9 allow the target encoder to successfully provide the target representations to the online encoder, by slowly approximating the online encoder;on the contrary, BUIR cannot learn the effective representations at all in case that the target encoder is fixed (i.e., \tau=1).This observation is consistent with previous work on momentum-based moving average (Tarvainen andValpola, 2017; Heet al., 2020b; Grill et al., 2020) that showed all values of \tau between 0.9 and 0.999 can yield the best performance.Furthermore, BUIR performs the best with a single-layer predictor, because a multi-layer predictor makes it difficult to optimize the relationship between outputs of the two encoder networks.In conclusion, BUIR is more powerful even with fewer hyperparameters, compared to existing OCCF methods that include a variety of regularization terms or modeling components.",Model gets best performance when the value of parameter tau is larger or equal than 0.9 and smaller than 1.,τ=0.995,0.0,0.0,0.0,0.0,4.453254661342438,3.817075424007804,0.0,0.0004997501249375,0.4846746921539306,0.0,0.4846747815608978,,0.1316044926643371,0.3764951825141907,0.0032274682213824,4,1.0,0.8550029963890339,0.7048165579539898,0.8192209452723636,1.0,4.0,0.9
61,"In BUIR, how does the online encoder updated compared to the target encoder?","BUIR makes use of two distinct encoder networks that have the same structure: online encoder f_{\theta} and target encoder f_{\xi}.They are parameterized by \theta and \xi, respectively.The key idea of BUIR is to train the online encoder by using outputs of the target encoder as its target, while gradually improving the target encoder as well.The main difference of BUIR from existing end-to-end learning frameworks is that f_{\theta} and f_{\xi} are updated in different ways.The online encoder is trained to minimize the error between its output and the target, whereas the target network is slowly updated based on the momentum update (Heet al., 2020b) so as to keep its output consistent. To sum up, the parameters of the online encoder and target encoder are optimized by(4)\begin{split}\theta&\leftarrow\theta-\eta\cdot\nabla_{\theta}\mathcal{L}_{\theta,\xi}\\\xi&\leftarrow\tau\cdot\xi+(1-\tau)\cdot\theta.\end{split}\eta is the learning rate for stochastic optimization, and \tau\in[0,1] is a momentum coefficient (also called as target decay) for momentum-based moving average.The online encoder f_{\theta} (and the predictor q_{\theta}) is effectively optimized by the gradients back-propagated from the loss (Equation (3)), while the target encoder f_{\xi} is updated as the moving average of the online encoder.By taking a large value of \tau, the target encoder slowly approximates the online encoder.This momentum-based update makes \xi evolve more slowly than \theta, which enables to bootstrap the representations by providing enhanced but consistent targets to the online encoders (Heet al., 2020b; Grill et al., 2020).Figure 1 illustrates the overall framework of BUIR with the simple one-hot encoders. Bypassing the collapsed solution.  It is obvious that the loss in Equation (3) admits the collapsed solution with respect to \theta and \xi, which means both the encoders generate the same representations for all users and items.For this reason, the conventional end-to-end learning strategy, which optimizes both f_{\theta} and f_{\xi} to minimize the loss (i.e., cross-prediction error), may easily lead to such collapsed solution.In contrast, our proposed framework updates each of the encoders in different ways.From Equation (4), the online encoder is optimized to minimize the loss, while the target encoder is updated to slowly approximate the online encoder.That is, the direction of updating the target encoder (\theta-\xi) totally differs from that of updating the online encoder (-\nabla_{\theta}\mathcal{L}_{\theta,\xi}),and this effectively keeps both the encoders from converging to the collapsed solution.Several recent work on bootstrapping-based representation learning (Grill et al., 2020; Chen and He, 2021) empirically demonstrated that this kind of dynamics (i.e., updating two networks differently) allows to avoid the collapsed solution without any explicit term to prevent it. Similarly to Section 3.2, the online encoder is trained by minimizing \mathcal{L}_{\theta,\xi}(\psi(u,\mathcal{V}_{u}),\psi(v,\mathcal{U}_{v})), and the target encoder is slowly updated by the momentum mechanism.After the optimization is finished, the interaction score is inferred by f_{\theta}(u,\mathcal{V}_{u}) and f_{\theta}(v,\mathcal{U}_{v}) (Equation (5)).Figure 2 shows an example of our data augmentation which injects a certain level of perturbations to the neighbors.","The online encoder is updated to minimize the error between the output and the target and updated by the gradients back-propagated from the loss, but target network is updated based on the momentum update and updated as the moving average of the online encoder .","The online encoder is updated to minimize the loss, while the target encoder is updated slowly to approximate the online encoder",0.4878048737180251,0.3508771887965528,0.4878048737180251,21.79667239969489,57.10254593681422,57.05800388584391,0.2810228246722326,0.0069513406156901,0.849577009677887,0.8810786893112319,0.8495771288871765,0.6289705634117126,0.2578378617763519,0.7924059629440308,0.0734504109722313,4,1.0,0.9668313702439462,0.5321329776600522,0.9287519222338833,1.0,4.0,0.9
62,Why does assumning unobserved user-item pairs negative leads to limited performance for generative methods?,"Nevertheless, the negative sampling approach has critical limitations in the following aspects.First, the underlying assumption about negative interactions becomes less valid as user-item interactions get sparser.This is because as fewer positive interactions are observed, the number of ”positive but unobserved” interactions increases, which consequently makes it even harder to sample correct negative ones.Such uncertainty of supervision eventually degrades the performance for top-K recommendation.Second, the convergence speed and the final performance depend on the specific choice of distributions for negative sampling.For example, sampling negative pairs from a non-uniform distribution (Rendle andFreudenthaler, 2014; Dinget al., 2019) (e.g., the multinomial distribution which models the probability of each interaction being actually negative) can improve the final performance, but inevitably incurs high computational costs, especially when a lot of users and items should be considered.","Assuming unobserved user-item pairs negative leads to limited performance since there are some cases of positive but unobserved, and the number of this case is increased.","Assuming unobserved user-item pairs negative leads to limited performance for generative methods because it becomes less valid as user-item interactions get sparser, and the uncertainty of supervision degrades the performance for top-K recommendation",0.4444444394718793,0.3214285664859694,0.4444444394718793,27.094070474766408,43.19596810860718,41.32286169428659,0.4015806678528572,0.0154711673699015,0.6598605513572693,0.7838259016287357,0.6598604321479797,0.6131335496902466,0.7080655694007874,0.427906334400177,0.0160794953468255,4,0.6666666666666666,0.8556235529670527,0.535053808314687,0.9404460675559544,1.0,4.0,0.9
63,How did previous OCCF studies mitigated the problem of performance being largely depend on negative sampling distribution?,"However, since the negative interactions are not available in the OCCF problem, previous discriminative methods assume that all unobserved interactions are negative.In other words, for each user, the items that have not been interacted yet are regarded to be less preferred to positive items.In this sense, they either use all unobserved user-item interactions as negative or adopt a negative sampling, which randomly samples unobserved user-item interactions in a stochastic manner to alleviate the computational burden.For better recommendation performance and faster convergence, advanced negative sampling strategies (Rendle andFreudenthaler, 2014; Dinget al., 2019) are also proposed to sample from non-uniform distributions.",Previous OCCF studies assume that all unobserved interactions are negative to mitigate the problem of performance being largely depend on negative sampling distribution,"By assuming all unobserved interactions are negative and using negative sampling strategies, such as random sampling or non-uniform distributions, to alleviate the computational burden and improve recommendation performance",0.3829787184246266,0.204081627705123,0.3404255269352649,14.297291781542466,46.54872303850444,41.54729506874465,0.4313173933427098,0.0110759493670886,0.6812689304351807,0.6598607250686231,0.6812689900398254,0.6765391230583191,0.4164502322673797,0.2486368268728256,0.0207901740951617,4,,0.8587121098999285,0.7270923206353639,0.9086628546148056,1.0,3.0,0.9
64,How does the negative pairs prevent the problem of collapsed solution during optimization in contrastive learning methods?,"Pointing out that the contrastive methods need to carefully treat the negative instances during the training for effectiveness and efficiency, the most recent work proposed a bootstrapping-based self-supervised learning framework (Grill et al., 2020; Chen and He, 2021), which is capable of avoiding the collapsed solution without the help of negative instances.Inspired by bootstrapping methods in deep reinforcement learning (Mnihet al., 2015; Mnih et al., 2016), it directly bootstraps the representation of images by using two neural networks that iteratively learn from each other.This approach achieves the state-of-the-art performance for various downstream tasks in computer vision, and also shows better robustness to the choice of data augmentations used for self-supervision. Bypassing the collapsed solution.  It is obvious that the loss in Equation (3) admits the collapsed solution with respect to \theta and \xi, which means both the encoders generate the same representations for all users and items.For this reason, the conventional end-to-end learning strategy, which optimizes both f_{\theta} and f_{\xi} to minimize the loss (i.e., cross-prediction error), may easily lead to such collapsed solution.In contrast, our proposed framework updates each of the encoders in different ways.From Equation (4), the online encoder is optimized to minimize the loss, while the target encoder is updated to slowly approximate the online encoder.That is, the direction of updating the target encoder (\theta-\xi) totally differs from that of updating the online encoder (-\nabla_{\theta}\mathcal{L}_{\theta,\xi}),and this effectively keeps both the encoders from converging to the collapsed solution.Several recent work on bootstrapping-based representation learning (Grill et al., 2020; Chen and He, 2021) empirically demonstrated that this kind of dynamics (i.e., updating two networks differently) allows to avoid the collapsed solution without any explicit term to prevent it.","To prevent the problem of collapsed sollution, they update target encoder and online encoder differently.","The negative pairs do not prevent the problem of collapsed solution during optimization in contrastive learning methods. Instead, the bootstrapping-based self-supervised learning framework proposed in recent works (Grill et al., 2020; Chen and He, 2021) avoids the collapsed solution by directly bootstrapping the representation of images using two neural networks that iteratively learn from each other. This approach achieves state-of-the-art performance for various downstream tasks in computer vision and shows better robustness to the choice of data augmentations used for self-supervision",0.1445783104485411,0.0851063804436397,0.1204819249063725,0.3286371523220208,11.652269433874231,10.759454966793117,0.1859504132231405,0.0106846062524732,0.2285271137952804,0.6160892944728189,0.2985386252403259,0.4076887965202331,0.0711808428168296,0.0957515612244606,0.0104882130040199,1,1.0,0.8865894769951587,0.4972925561794838,0.7890846161490555,1.0,1.0,0.8
65,"How does the authors show utilizing augmented views of positive interactions can lead the performance improvement, especially in sparser datasets?","In Figure 4, our stochastic data augmentation (i.e., P>0) brings a significant improvement compared to the case of using the fixed neighborhood information (i.e., P=0) as encoder inputs.This result shows that the augmented views of positive interactions encourage BUIR to effectively learn users’ preference on items even in much sparse dataset.Interestingly, in case of the Ciao dataset which is less sparse than CiteULike, the benefit of our augmentation linearly increases with the maximum drop probability.This is because there is room for producing more various views (i.e., larger perturbation) based on a relatively more number of neighbors, and it eventually helps to boost the recommendation performance.To sum up, our framework that adopts the neighbor augmentation function successfully relieves the data sparsity issue of the OCCF problem, by leveraging the augmented views of few positive interactions. Our extensive evaluation on real-world implicit feedback datasets shows that BUIR consistently performs the best for top-K recommendation among a wide range of OCCF methods.In particular, the performance improvement becomes more significant in sparser datasets, with the help of utilizing augmented views of positive interactions as well as eliminating the effect of uncertain negative interactions.In addition, comparison results on a downstream task, which classifies the items into their category, support that BUIR learns more effective representations than other OCCF baselines.","They show augmented views of positive interactions can lead the performance improvement, especially in sparser datasets by showing the experimental result of stochastic data augmentation achieved a big improvement compared to the case of using the fixed neighborhood information as encoder inputs.","By comparing the performance of BUIR with and without the neighbor augmentation function, the authors show that utilizing augmented views of positive interactions leads to performance improvement, especially in sparser datasets",0.4687499951220703,0.2816901359650864,0.3749999951220703,23.556366957615364,61.35474788674173,56.78482431873672,0.4278865431984524,0.0105765950187649,0.7987727522850037,0.7894185133402706,0.7987726926803589,0.6959692239761353,0.8027980327606201,0.3770548403263092,0.0433638560008711,4,1.0,0.8565815243776607,0.6041272187378451,0.9165000920725812,1.0,4.0,0.9
66,Does utilizing the multi-hop neighbor information in meta-graph help improve the performance of the proposed model?,"Knowledge propagation via meta-graph.It is worth noting that, the above-defined knowledge injection process only leverages knowledge embeddings learned by TransE on the global graph \overline{\mathcal{G}}. Particularly, it lacks considering the knowledge that bridges the semantics between query and passage. To this end, we introduce a Graph Meta Network (GMN) module that refines knowledge with the constructed meta-graph \mathbf{G}_{\mathbf{q},\mathbf{p}}, The multi-hop paths of \mathbf{G}_{\mathbf{q},\mathbf{p}} allow the knowledge to be propagated between query and passage, which can enhance the relevance signal to be captured by the model, and thus alleviate the semantic gap. By applying a K-layer GMN in each layer of the knowledge injector, the output entity representation \hat{\mathbf{E}}_{e_{h}}^{(K)} can ensemble knowledge from all the K-hop neighbors. As described in Section 4.1.2 that all the paths of \mathbf{G}_{\mathbf{q},\mathbf{p}} between \mathbf{q} and \mathbf{p} is within K hops, the GMN module can attentively propagate knowledge along the paths from entities in \mathbf{p} to those in \mathbf{q}, and vice versa, which can enrich the semantics of the entities that benefit the relevance modeling. Table 3 shows the performance comparisons between different settings of knowledge injector, which is statistically significant. From this table, we can observe the following phenomena. (1) MRR@10 of KERM without interaction and propagation process decreases at least 1\% respectively. This indicates both knowledge interaction and propagation processes play an indispensable role in ranking performance. (2) The performance of KERM without propagation is comparable to vanilla ERNIE. Not only query and passage entities, but also their multi-hop neighbors are essential for the ranking performance. (3) MRR@10 of KERM without knowledge interaction drops the most. It suggests the simple and straightforward way to aggregate knowledge graph with text does not work in the passage re-ranking scenario. The text and knowledge graph need to be refined with each other mutually in the interaction, which will be further analyzed in detail as follows.","Through experiments, the authors demonstrated that the performance of the model (i.e., MRR@10) decreased without knowledge propagation and that it was comparable to vanilla ERNIE, which demonstrated that multi-hop neighbors were essential for ranking performance. This result can be attributed to how using multi-hope neighbors allows for knowledge to propagate between query and passage.",Yes,0.0,0.0,0.0,0.0,1.4494782208723214,1.087108665654241,0.0,0.0001851508979818,0.1056836619973182,0.3005533218383789,0.1062486544251442,,0.0528813600540161,0.0689630582928657,0.0004799672074539,3,,0.8775649509533484,0.9358100588583548,0.7433801050646673,0.0,0.0,0.8
67,What components of the proposed method aggregate explicit knowledge into implicit knowledge for query and passage embedding?,"Knowledge propagation via meta-graph.It is worth noting that, the above-defined knowledge injection process only leverages knowledge embeddings learned by TransE on the global graph \overline{\mathcal{G}}. Particularly, it lacks considering the knowledge that bridges the semantics between query and passage. To this end, we introduce a Graph Meta Network (GMN) module that refines knowledge with the constructed meta-graph \mathbf{G}_{\mathbf{q},\mathbf{p}}, The multi-hop paths of \mathbf{G}_{\mathbf{q},\mathbf{p}} allow the knowledge to be propagated between query and passage, which can enhance the relevance signal to be captured by the model, and thus alleviate the semantic gap. For knowledge aggregation, we design a novel interaction module between text and knowledge graph to combine the implicit and explicit knowledge. To derive implicit knowledge from text, we employ PLM as text encoder. To be aligned with implicit knowledge, knowledge meta graph is encoded with a multi-layer graph neural network (i.e. k-hop), namely Graph Meta Network (GMN). Each transformer layer outputs word representations. Each graph meta network layer outputs entity representations. Both word and entity representations are aggregated as the input of the following transformer and GMN layer, respectively in a novelly designed module, namely knowledge injector. Therefore through knowledge aggregation, implicit knowledge from text corpus and explicit knowledge from existing knowledge graph can mutually boost each other to achieve a better re-ranking performance, in which the issues in Challenge 2. could be mitigated. Overall, our contributions can be summarized as follows:•It is the first attempt to solve the knowledge enhanced PLMs problem for passage re-ranking. The key motivation lies in that bridging the semantic gap between the query and passage with the help of both kinds of knowledge.•We design a novel knowledge graph distillation method. It refines a reliable knowledge graph from the existing one globally and constructs a knowledge meta graph based on the refined graph locally.•We propose a novel aggregation of PLM and graph neural network framework to model the interaction between explicit knowledge and implicit knowledge.•Experimental results show the effectiveness of KERM on both general and domain specific data, achieving state-of-the-art performance for passage re-ranking. We also conduct a comprehensive study for the effects of each module in our method. The code is available at https://github.com/DQ0408 /KERM.","This work proposes an aggregation module that employs a PLM and a Graph Neural Network (GMN) to model the interaction between explicit and implicit knowledge. The PLM encodes text to obtain word representations (i.e., implicit knowledge), and the Graph Neural Network (GMN) encodes knowledge meta-graphs to obtain entity representations (i.e., explicit knowledge). This module aggregates the word and entity representations to aggregate the implicit and explicit knowledge.","The proposed method aggregates explicit knowledge into implicit knowledge for query and passage embedding through the following components:

1. Graph Meta Network (GMN) module, which refines knowledge with the constructed meta-graph \mathbf{G}_{\mathbf{q},\mathbf{p}} and propagates knowledge between query and passage.
2. Novel interaction module between text and knowledge graph, which combines implicit and explicit knowledge.
3. Knowledge injector module, which aggregates word and entity representations from PLM and GMN, respectively, to inject implicit knowledge from text corpus into the passage embedding",0.4269662872415099,0.1333333283665296,0.4269662872415099,10.173030173953329,43.678012931856095,39.62947150470709,0.3251242736119862,0.0119760479041916,0.7717984914779663,0.7487999292658063,0.6871476769447327,0.7805246710777283,0.7371002435684204,0.1897273510694503,0.018992166651909,4,1.0,0.8591439295471988,0.7804600044049392,0.9399462626194768,1.0,4.0,0.95
